invoiceKey,invoiceNumber,organization,orgMatch,issueDate,currency,milestone,amountEur,amountRon,tier,confidence,proposedPartNumber,proposedContractRef,amountMatchedOn,trackerYear,issuer,trackerDescription,invoiceServiceText,candidateCount,reason,topCandidates,lineProposals
accounting:BT.BIT 716,BT.BIT 716,UNITED MEDIA SERVICES SRL,exact,2024-10-03,RON,,350,2072.67,DETERMINISTIC,HIGH,RED-PEN-B-I-BP-50,177/08.12.2020,,2020,BSS,SERVICII DE SECURITATE INFORMATICA,SERVICII ACT ADITIONAL NR. 1 DIN 03.11.2021 CONTRACT SERVICII ACT ADITIONAL NR. 1 DIN 03.11.2021 CONTRACT DE PRESTARI SERVICII Nr. 177/08.12.2020 (350 Euro+TVA ,1,org exact; unique part# via contract 177,"[{""pn"":""RED-PEN-B-I-BP-50"",""score"":100,""on"":[""contract#""],""ref"":""177/08.12.2020"",""desc"":""SERVICII DE SECURITATE INFORMATICA""}]",
accounting:BT.BIT 717,BT.BIT 717,KEYSIGHT TECHNOLOGIES RO SRL,exact,2024-10-03,RON,,13800,81722.44,SCORED,LOW,KS-MM-RD-2,NO. 1 OF 02.06.2020,final,2020,BSS,RECURRENT INFORMATION SECURITY SERVICES,Penetration testing services for October 2024 Penetration testing services for October 2024 Purchase Order Number 9068002588 ( 13.800 euro+TVA la cursul BNR),26,org exact; score=31 margin=8 on [amount~final]; 1 distinct part# near top,"[{""pn"":""KS-MM-RD-2"",""score"":31,""on"":[""amount~final""],""ref"":""NO. 1 OF 02.06.2020"",""desc"":""RECURRENT INFORMATION SECURITY SERVICES""},{""pn"":""KS-MM-RD-2"",""score"":23,""on"":[""amount~final""],""ref"":""236Bis/25.04.2019"",""desc"":""RECURRENT INFORMATION SECURITY SERVICES""},{""pn"":""KS-MM-RD-2"",""score"":23,""on"":[""amount~final""],""ref"":""NO. 3 OF 20.09.2021"",""desc"":""RECURRENT INFORMATION SECURITY SERVICES""}]",
accounting:BT.BIT 718,BT.BIT 718,ORANGE ROMANIA SA,exact,2024-10-03,RON,,1875,11103.59,SCORED,LOW,ORO-TEM-SUPPORT-50-12,PO 00025528,final,2023,BSS,tem support,Servicii suport TEM L2/L3 Data de livrare: 31-09-2024 Servicii suport TEM L2/L3 Data de livrare: 31-09-2024 PO00049528( 1.875 euro+TVA la cursul BNR),65,org exact; score=32 margin=12 on [amount~final]; 1 distinct part# near top,"[{""pn"":""ORO-TEM-SUPPORT-50-12"",""score"":32,""on"":[""amount~final""],""ref"":""PO 00025528"",""desc"":""tem support""},{""pn"":""BLUE-IR-OC-6"",""score"":20,""on"":[""amount~avans"",""data final (95d)""],""ref"":""09.05.2024"",""desc"":""IR incident response services retainer""},{""pn"":""ORO-TEM-DEV-494"",""score"":18,""on"":[""data final (1d)""],""ref"":""PO00062653"",""desc"":""Gestionarea modificărilor și\nsolicitările de servicii noi""}]",
accounting:BT.BIT 719,BT.BIT 719,SELGROS CASH & CARRY SRL,exact,2024-10-03,RON,,250,1480.48,SCORED,HIGH,BLUE-IR-OC-5,234/15.11.2022,final,2022,BSS,SERVICII RECURENTE DE SECURITATE INFORMATICA - On-call Incident Response,ANEXA 2 – SERVICII RECURENTE DE SECURITATE ANEXA 2 – SERVICII RECURENTE DE SECURITATE INFORMATICA -On-call Incident Response ACT ADITIONAL NR. 1 din 6.11.2023 C,25,"org exact; score=88 margin=27 on [contract#, amount~final, desc~0.32]; 1 distinct part# near top","[{""pn"":""BLUE-IR-OC-5"",""score"":88,""on"":[""contract#"",""amount~final"",""desc~0.32""],""ref"":""234/15.11.2022"",""desc"":""SERVICII RECURENTE DE SECURITATE INFORMATICA - On-call Incid""},{""pn"":""RED-AUDIT-A-20"",""score"":61,""on"":[""contract#"",""data est. close (113d)""],""ref"":""234/15.11.2022"",""desc"":""SERVICII DE SECURITATE INFORMATICA""},{""pn"":""RED-PEN-B-I-BP-200"",""score"":56,""on"":[""contract#"",""data avans (160d)""],""ref"":""234/15.11.2022"",""desc"":""SERVICII DE SECURITATE INFORMATICA""}]",
accounting:BT.BIT 720,BT.BIT 720,SELGROS CASH & CARRY SRL,exact,2024-10-03,RON,,500,2960.96,SCORED,HIGH,CONSULTANCY-MISC-10,234/15.11.2022,final,2022,BSS,SERVICII RECURENTE DE SECURITATE INFORMATICA - Consultancy Services,ANEXA 3 – SERVICII RECURENTE DE SECURITATE ANEXA 3 – SERVICII RECURENTE DE SECURITATE INFORMATICA- Consultancy Services ACT ADITIONAL NR. 1 din 6.11.2023 CONTRA,25,"org exact; score=87 margin=26 on [contract#, amount~final, desc~0.29]; 1 distinct part# near top","[{""pn"":""CONSULTANCY-MISC-10"",""score"":87,""on"":[""contract#"",""amount~final"",""desc~0.29""],""ref"":""234/15.11.2022"",""desc"":""SERVICII RECURENTE DE SECURITATE INFORMATICA - Consultancy S""},{""pn"":""RED-AUDIT-A-20"",""score"":61,""on"":[""contract#"",""data est. close (113d)""],""ref"":""234/15.11.2022"",""desc"":""SERVICII DE SECURITATE INFORMATICA""},{""pn"":""RED-PEN-B-I-BP-200"",""score"":56,""on"":[""contract#"",""data avans (160d)""],""ref"":""234/15.11.2022"",""desc"":""SERVICII DE SECURITATE INFORMATICA""}]",
accounting:BT.BIT 721,BT.BIT 721,"SCA ""ZAMFIRESCU RACOTI VASILE AND PARTNERS """,none,2024-10-03,RON,,1150,6810.2,UNRESOLVED,NONE,,,,,,,"ANEXA 1 – SERVICII RECURENTE DE SECURITATE ANEXA 1 – SERVICII RECURENTE DE SECURITATE INFORMATICA Contract Nr. 284/29.01.2024, (1.150 EURO + TVA la cursul BNR )",0,org not found in tracker,[],
accounting:BT.BIT 722,BT.BIT 722,FARMEC SA,exact,2024-10-03,RON,,650,3849.25,SCORED,MEDIUM,CONSULTANCY-MISC-8,contract cadru cu diverse servicii de securitate 283/22.01.2024,final,2024,BSS,servicii de darkweb monitoring,"ANEXA 3 – SERVICII RECURENTE DE SECURITATE ANEXA 3 – SERVICII RECURENTE DE SECURITATE INFORMATICA ACT ADITIONAL NR. 1 DIN 12.02.2024, CONTRACT DE PRESTARI SERVI",4,"org exact; score=34 margin=30 on [amount~final, data final (216d)]; 1 distinct part# near top","[{""pn"":""CONSULTANCY-MISC-8"",""score"":34,""on"":[""amount~final"",""data final (216d)""],""ref"":""contract cadru cu diverse servicii de se"",""desc"":""servicii de darkweb monitoring""},{""pn"":""RED-PEN-B-E-B-5"",""score"":4,""on"":[""data avans (259d)""],""ref"":""contract cadru cu diverse servicii de se"",""desc"":""servicii de pentest""},{""pn"":""BLUE-IR-5"",""score"":4,""on"":[""data avans (225d)""],""ref"":""contract cadru cu diverse servicii de se"",""desc"":""servicii de investigatie""}]",
accounting:BT.BIT 723,BT.BIT 723,NESTLERS & PARTNERS SRL,exact,2024-10-03,RON,,500,2960.96,SCORED,HIGH,BLUE-MDR-C-5,Nr. 273/02.10.2023,final,2024,BSS,servicii de MDR,SERVICII CONTRACT 273/02.10.2023 SERVICII CONTRACT 273/02.10.2023 ACT ADITIONAL NR. 1 DIN 19.03.2024 (500 euro+TVA la cursul BNR),3,"org exact; score=85 margin=0 on [contract#, amount~final, data avans (197d)]; 1 distinct part# near top","[{""pn"":""BLUE-MDR-C-5"",""score"":85,""on"":[""contract#"",""amount~final"",""data avans (197d)""],""ref"":""Nr. 273/02.10.2023"",""desc"":""servicii de MDR""},{""pn"":""BLUE-MDR-C-5"",""score"":85,""on"":[""contract#"",""amount~final"",""data final (142d)""],""ref"":""Nr. 273/02.10.2023"",""desc"":""servicii de MDR""},{""pn"":""RED-PEN-B-E-B-5"",""score"":55,""on"":[""contract#"",""data avans (363d)""],""ref"":""273/02.10.2023"",""desc"":""servicii de pentest""}]",
accounting:BT.BIT 724,BT.BIT 724,ORANGE ROMANIA SA,exact,2024-10-04,RON,,37050,219415.81,SCORED,MEDIUM,ORO-TEM-DEV-494,PO00062653,final,2024,BSS,Gestionarea modificărilor și solicitările de servicii noi,"Gestionarea modific?rilor si solicit?rile de servicii noi Gestionarea modific?rilor si solicit?rile de servicii noi Nr Notificare C1230629,Nr PO PO00062653, Nr ",41,"org exact; score=48 margin=15 on [amount~final, data final (0d)]; 1 distinct part# near top","[{""pn"":""ORO-TEM-DEV-494"",""score"":48,""on"":[""amount~final"",""data final (0d)""],""ref"":""PO00062653"",""desc"":""Gestionarea modificărilor și\nsolicitările de servicii noi""},{""pn"":""ORO-TEM-DEV-100"",""score"":33,""on"":[""amount~final""],""ref"":"""",""desc"":""Gestionarea modificărilor și solicitările de\nservicii noi""},{""pn"":""ORO-TEM-DEV-300"",""score"":22,""on"":[""amount~final""],""ref"":""PO 00010666"",""desc"":""dezv si suport""}]",
accounting:BT.BIT 725,BT.BIT 725,ORANGE ROMANIA SA,exact,2024-10-04,RON,,2500,322757.4,SCORED,LOW,BLUE-IR-OC-6,09.05.2024,total,2024,BSS,IR incident response services retainer,"BSS Fendly IP/Domain Reputation Scanner BSS Fendly IP/Domain Reputation Scanner Nr Notificare C1230630, Nr PO PO00062656, Nr Receptie OPA_52002, (2.500 euro+TVA",60,"org exact; score=38 margin=8 on [amount~total, data final (96d)]; 2 distinct part# near top","[{""pn"":""BLUE-IR-OC-6"",""score"":38,""on"":[""amount~total"",""data final (96d)""],""ref"":""09.05.2024"",""desc"":""IR incident response services retainer""},{""pn"":""ORO-TEM-DEV-50"",""score"":30,""on"":[""amount~final""],""ref"":""PO 40407868"",""desc"":""multiple services""},{""pn"":""ORO-TEM-L-10000"",""score"":17,""on"":[""data final (0d)""],""ref"":""Anexa 4 PO00062656"",""desc"":""licenta anuala fendly""}]","[{""service"":""BSS Fendly IP/Domain Reputation Scanner | BSS Fendly IP/Doma"",""partNumber"":""BLUE-IR-OC-6"",""score"":38,""on"":[""amount~total"",""data final (96d)""]},{""service"":""BSS Fendly RBL Scanner | BSS Fendly RBL Scanner | Nr Notific"",""partNumber"":""BLUE-IR-OC-6"",""score"":38,""on"":[""amount~total"",""data final (96d)""]},{""service"":""BSS Fendly SSL Vulnerability Scanner | BSS Fendly SSL Vulner"",""partNumber"":""BLUE-IR-OC-6"",""score"":38,""on"":[""amount~total"",""data final (96d)""]},{""service"":""Fendly Discovery Scanner: Licenta 10000 de scanari pentru 12"",""partNumber"":""RED-PEN-B-E-B-7"",""score"":30,""on"":[""amount~final"",""data final (96d)""]},{""service"":""Fendly Network Pro Scanner: Licenta 10000 de scanari pentru "",""partNumber"":""ORO-TEM-SUPPORT-50-12"",""score"":25,""on"":[""amount~final"",""data final (171d)""]},{""service"":""Fendly Web Pro Scanner: Licenta 10000 de scanari pentru 12 |"",""partNumber"":""ORO-TEM-DEV-79"",""score"":25,""on"":[""amount~final"",""data final (297d)""]},{""service"":""Licenta Phish Enterprise pentru 30 clienti cu pana la 500 de"",""partNumber"":""PHISH-P-L-YY-A-15000"",""score"":47,""on"":[""amount~final"",""data final (0d)""]}]"
accounting:BT.BIT 726,BT.BIT 726,ORANGE ROMANIA SA,exact,2024-10-04,RON,,18375,108819.58,SCORED,MEDIUM,ORO-TEM-DEV-100,PO00062657,final,2024,BSS,Software development services for CR4 implementation,"Software development services for CR4 implementation Software development services for CR4 implementation Nr Notificare C1230631, Nr PO PO00062657, Nr Receptie ",46,"org exact; score=52 margin=14 on [amount~final, data final (0d), desc~0.29]; 1 distinct part# near top","[{""pn"":""ORO-TEM-DEV-100"",""score"":52,""on"":[""amount~final"",""data final (0d)"",""desc~0.29""],""ref"":""PO00062657"",""desc"":""Software development\nservices for CR4\nimplementation""},{""pn"":""BLUE-INTEGRATION"",""score"":38,""on"":[""amount~final"",""data est. close (119d)""],""ref"":""28.11.2024"",""desc"":""servicii de consultanta""},{""pn"":""CYBEREDU-MISC"",""score"":31,""on"":[""amount~final""],""ref"":""PO 40407868"",""desc"":""multiple services""}]",
accounting:BT.BIT 727,BT.BIT 727,NESTLERS & PARTNERS SRL,exact,2024-10-05,RON,storno,500,-746.54,SCORED,HIGH,BLUE-MDR-C-5,Nr. 273/02.10.2023,final,2024,BSS,servicii de MDR,SERVICII CONTRACT 273/02.10.2023 SERVICII CONTRACT 273/02.10.2023 ACT ADITIONAL NR. 1 DIN 19.03.2024 (500 euro+TVA la cursul BNR) stornare factura 709/02.09.202,3,"org exact; score=84 margin=0 on [contract#, amount~final, data avans (199d)]; 1 distinct part# near top; storno","[{""pn"":""BLUE-MDR-C-5"",""score"":84,""on"":[""contract#"",""amount~final"",""data avans (199d)""],""ref"":""Nr. 273/02.10.2023"",""desc"":""servicii de MDR""},{""pn"":""BLUE-MDR-C-5"",""score"":84,""on"":[""contract#"",""amount~final"",""data final (144d)""],""ref"":""Nr. 273/02.10.2023"",""desc"":""servicii de MDR""},{""pn"":""RED-PEN-B-E-B-5"",""score"":54,""on"":[""contract#"",""data avans (365d)""],""ref"":""273/02.10.2023"",""desc"":""servicii de pentest""}]","[{""service"":""SERVICII CONTRACT 273/02.10.2023 | SERVICII CONTRACT 273/02."",""partNumber"":""BLUE-MDR-C-5"",""score"":84,""on"":[""contract#"",""amount~final"",""data avans (199d)""]},{""service"":""SERVICII CONTRACT 273/02.10.2023 | SERVICII CONTRACT 273/02."",""partNumber"":""BLUE-MDR-C-5"",""score"":84,""on"":[""contract#"",""amount~final"",""data avans (199d)""]}]"
accounting:BT.BIT 728,BT.BIT 728,TICKETING NATION S.R.L.,exact,2024-10-07,RON,,3600,21319.75,DETERMINISTIC,HIGH,RED-PEN-B-E-B-5,NR. 311/24.09.2024,,2024,BSS,servicii de pentest,SERVICII CONFORM CONTRACT CADRU NR. 311/24.09.2024 SERVICII CONFORM CONTRACT CADRU NR. 311/24.09.2024 3.600 euro+TVA la cursul BNR,1,org exact; unique part# via contract 311,"[{""pn"":""RED-PEN-B-E-B-5"",""score"":100,""on"":[""contract#""],""ref"":""NR. 311/24.09.2024"",""desc"":""servicii de pentest""}]",
accounting:BT.BIT 729,BT.BIT 729,KAUFLAND ROMANIA SCS,none,2024-10-16,RON,,,29254.27,UNRESOLVED,NONE,,,,,,,Pentest proiect WasteNot (5000000610) conform Comanda de Pentest proiect WasteNot (5000000610) conform Comanda de de aprovizionare nr.: 7200505297 din data: 03.,0,org not found in tracker,[],
accounting:BT.BIT 730,BT.BIT 730,LA FANTANA SRL,exact,2024-10-25,RON,avans,3168,18748.94,DETERMINISTIC,HIGH,RED-PEN-B-E-B-25,ACT ADITIONAL NR. 1 DIN 22.10.2024 la contractul Nr. 283/22.01.2024,,2024,BSS,servicii de pentest,"Avans conform ANEXA 1 – SERVICII PUNCTUALE DE SECURITATE Avans conform ANEXA 1 – SERVICII PUNCTUALE DE SECURITATE INFORMATICA, LA ACTUL ADITIONAL NR. 1 DIN 2218",1,org exact; unique part# via contract 283; avans,"[{""pn"":""RED-PEN-B-E-B-25"",""score"":100,""on"":[""contract#""],""ref"":""ACT ADITIONAL NR. 1 DIN 22.10.2024 la co"",""desc"":""servicii de pentest""}]",
accounting:BT.BIT 731,BT.BIT 731,TICKETING NATION S.R.L.,exact,2024-10-26,RON,final,5400,31957.78,DETERMINISTIC,HIGH,RED-PEN-B-E-B-5,NR. 311/24.09.2024,,2024,BSS,servicii de pentest,Diferenta de facturat conform ANEXA 1 Diferenta de facturat conform ANEXA 1 – SERVICII PUNCTUALE DE SECURITATE INFORMATICA CONTRACT NR. 311/24.09.2024( 5.400 eu,1,org exact; unique part# via contract 311; final,"[{""pn"":""RED-PEN-B-E-B-5"",""score"":100,""on"":[""contract#""],""ref"":""NR. 311/24.09.2024"",""desc"":""servicii de pentest""}]",
accounting:BT.BIT 732,BT.BIT 732,DONA. LOGISTICA S.A.,exact,2024-10-30,RON,,3347.4,19815.85,DETERMINISTIC,HIGH,BLUE-MDR-C-725,296/6.8.2024,,2024,BSS,servicii de MDR,"SERVICII RECURENTE DE SECURITATE INFORMATICA SERVICII RECURENTE DE SECURITATE INFORMATICA CONFORM CONTRACT NR. 296 / 06.08.2024 ( 3.347,4 euro+TVA la cursul BNR",2,org exact; unique part# via contract 296,"[{""pn"":""BLUE-MDR-C-725"",""score"":100,""on"":[""contract#""],""ref"":""296/6.8.2024"",""desc"":""servicii de MDR""},{""pn"":""BLUE-MDR-C-725"",""score"":100,""on"":[""contract#""],""ref"":""ACT ADITIONAL NR. 2 DIN 3.9.2025 la cont"",""desc"":""servicii de MDR""}]",
accounting:BT.BIT 733,BT.BIT 733,DONA. CARGO S.R.L.,exact,2024-10-30,RON,,4782,2830.84,SCORED,LOW,RED-NIS-C-PEN-300,264/04.05.2023,,2023,BSS,servicii de audit + pentest nis,"SERVICII RECURENTE DE SECURITATE INFORMATICA SERVICII RECURENTE DE SECURITATE INFORMATICA CONFORM CONTRACT NR. 296 / 06.08.2024( 478,2 euro+TVA la cursul BNR)",2,org exact; score=1 margin=0 on []; 2 distinct part# near top,"[{""pn"":""RED-NIS-C-PEN-300"",""score"":1,""on"":[],""ref"":""264/04.05.2023"",""desc"":""servicii de audit + pentest nis""},{""pn"":""RED-NIS-C-AUDIT-300"",""score"":1,""on"":[],""ref"":""264/04.05.2023"",""desc"":""servicii de audit + pentest nis""}]",
accounting:BT.BIT 734,BT.BIT 734,DONA MARKETING GRUP SRL,none,2024-10-30,RON,,7173,4246.25,UNRESOLVED,NONE,,,,,,,"SERVICII RECURENTE DE SECURITATE INFORMATICA SERVICII RECURENTE DE SECURITATE INFORMATICA CONFORM CONTRACT NR. 296 / 06.08.2024( 717,3 euro+TVA la cursul BNR)",0,org not found in tracker,[],
accounting:BT.BIT 735,BT.BIT 735,SANVERO HEALTHCARE S.R.L.,none,2024-10-30,RON,,2391,1415.42,UNRESOLVED,NONE,,,,,,,"SERVICII RECURENTE DE SECURITATE INFORMATICA SERVICII RECURENTE DE SECURITATE INFORMATICA CONFORM CONTRACT NR. 296 / 06.08.2024( 239,1 euro+TVA la cursul BNR)",0,org not found in tracker,[],
accounting:BT.BIT 736,BT.BIT 736,DONA. LOGISTICA S.A.,exact,2024-11-02,RON,,3347.4,19816.25,DETERMINISTIC,HIGH,BLUE-MDR-C-725,296/6.8.2024,,2024,BSS,servicii de MDR,"SERVICII CONTRACT-CADRU DE PRESTARI SERVICII SERVICII CONTRACT-CADRU DE PRESTARI SERVICII NR. 296 / 06.08.2024( 3.347,40euro+TVA la cursul BNR)",2,org exact; unique part# via contract 296,"[{""pn"":""BLUE-MDR-C-725"",""score"":100,""on"":[""contract#""],""ref"":""296/6.8.2024"",""desc"":""servicii de MDR""},{""pn"":""BLUE-MDR-C-725"",""score"":100,""on"":[""contract#""],""ref"":""ACT ADITIONAL NR. 2 DIN 3.9.2025 la cont"",""desc"":""servicii de MDR""}]",
accounting:BT.BIT 737,BT.BIT 737,DONA. CARGO S.R.L.,exact,2024-11-02,RON,,478.2,2830.89,SCORED,LOW,RED-NIS-C-AUDIT-300,264/04.05.2023,,2023,BSS,servicii de audit + pentest nis,"SERVICII CONTRACT-CADRU DE PRESTARI SERVICII SERVICII CONTRACT-CADRU DE PRESTARI SERVICII NR. 296 / 06.08.2024( 478,20 euro+TVA la cursul BNR)",2,org exact; score=2 margin=1 on []; 2 distinct part# near top,"[{""pn"":""RED-NIS-C-AUDIT-300"",""score"":2,""on"":[],""ref"":""264/04.05.2023"",""desc"":""servicii de audit + pentest nis""},{""pn"":""RED-NIS-C-PEN-300"",""score"":1,""on"":[],""ref"":""264/04.05.2023"",""desc"":""servicii de audit + pentest nis""}]",
accounting:BT.BIT 738,BT.BIT 738,DONA MARKETING GRUP SRL,none,2024-11-02,RON,,717.3,4246.34,UNRESOLVED,NONE,,,,,,,"SERVICII CONTRACT-CADRU DE PRESTARI SERVICII SERVICII CONTRACT-CADRU DE PRESTARI SERVICII NR. 296 / 06.08.2024( 717,30 euro+TVA la cursul BNR)",0,org not found in tracker,[],
accounting:BT.BIT 739,BT.BIT 739,SANVERO HEALTHCARE S.R.L.,none,2024-11-02,RON,,239.1,1415.45,UNRESOLVED,NONE,,,,,,,"SERVICII CONTRACT-CADRU DE PRESTARI SERVICII SERVICII CONTRACT-CADRU DE PRESTARI SERVICII NR. 296 / 06.08.2024( 239,10 euro+TVA la cursul BNR)",0,org not found in tracker,[],
accounting:BT.BIT 740,BT.BIT 740,SILKWEB S.A.,exact,2024-11-02,RON,,625,3699.93,DETERMINISTIC,HIGH,RED-PEN-S-G-1,195/29.06.2021,,2021,BSS,pentest web app greybox,SERVICII conform Act aditional NR. 6 DIN 25.3.2024 SERVICII conform Act aditional NR. 6 DIN 25.3.2024 Contract Nr. 195/29.06.2021(625 euro+TVA la cursul BNR),1,org exact; unique part# via contract 195,"[{""pn"":""RED-PEN-S-G-1"",""score"":100,""on"":[""contract#""],""ref"":""195/29.06.2021"",""desc"":""pentest web app greybox""}]",
accounting:BT.BIT 741,BT.BIT 741,SILKWEB S.A.,exact,2024-11-02,RON,,1350,7991.86,DETERMINISTIC,HIGH,RED-PEN-S-G-1,195/29.06.2021,,2021,BSS,pentest web app greybox,SERVICII conform conform Act aditional NR. 5 DIN 25.03.2024 SERVICII conform conform Act aditional NR. 5 DIN 25.03.2024 CONTRACT DE PRESTARI SERVICII Nr. 195/29,1,org exact; unique part# via contract 195,"[{""pn"":""RED-PEN-S-G-1"",""score"":100,""on"":[""contract#""],""ref"":""195/29.06.2021"",""desc"":""pentest web app greybox""}]",
accounting:BT.BIT 742,BT.BIT 742,UNITED MEDIA SERVICES SRL,exact,2024-11-02,RON,,350,2071.96,DETERMINISTIC,HIGH,RED-PEN-B-I-BP-50,177/08.12.2020,,2020,BSS,SERVICII DE SECURITATE INFORMATICA,SERVICII ACT ADITIONAL NR. 1 DIN 03.11.2021 CONTRACT SERVICII ACT ADITIONAL NR. 1 DIN 03.11.2021 CONTRACT DE PRESTARI SERVICII Nr. 177/08.12.2020 (350 Euro+TVA ,1,org exact; unique part# via contract 177,"[{""pn"":""RED-PEN-B-I-BP-50"",""score"":100,""on"":[""contract#""],""ref"":""177/08.12.2020"",""desc"":""SERVICII DE SECURITATE INFORMATICA""}]",
accounting:BT.BIT 743,BT.BIT 743,KEYSIGHT TECHNOLOGIES RO SRL,exact,2024-11-02,RON,,7800,46175.17,SCORED,MEDIUM,KS-MM-RD-2,NO. 5 OF 04.10.2023,final,2023,BSS,RECURRENT INFORMATION SECURITY SERVICES,Penetration testing services for September 2024 Penetration testing services for September 2024 Purchase Order Number 9068002588 (curand 9068003039) 7.800 euro+,25,"org exact; score=39 margin=30 on [amount~final, data final (61d)]; 1 distinct part# near top","[{""pn"":""KS-MM-RD-2"",""score"":39,""on"":[""amount~final"",""data final (61d)""],""ref"":""NO. 5 OF 04.10.2023"",""desc"":""RECURRENT INFORMATION SECURITY SERVICES""},{""pn"":""KS-MM-RD-2"",""score"":9,""on"":[""data final (61d)""],""ref"":""NO. 5 OF 04.10.2023"",""desc"":""RECURRENT INFORMATION SECURITY SERVICES""},{""pn"":""KS-MM-RD-2"",""score"":9,""on"":[""data final (92d)""],""ref"":""NO. 5 OF 04.10.2023"",""desc"":""RECURRENT INFORMATION SECURITY SERVICES""}]",
accounting:BT.BIT 744,BT.BIT 744,ORANGE ROMANIA SA,exact,2024-11-02,RON,,1875,11099.8,SCORED,LOW,ORO-TEM-SUPPORT-50-12,PO 00025528,final,2023,BSS,tem support,Servicii suport TEM L2/L3 Data de livrare: 31-07-2024 Servicii suport TEM L2/L3 Data de livrare: 31-07-2024 PO00049528( 1.875 euro+TVA la cursul BNR),64,org exact; score=32 margin=14 on [amount~final]; 1 distinct part# near top,"[{""pn"":""ORO-TEM-SUPPORT-50-12"",""score"":32,""on"":[""amount~final""],""ref"":""PO 00025528"",""desc"":""tem support""},{""pn"":""ORO-TEM-DEV-494"",""score"":18,""on"":[""data final (29d)""],""ref"":""PO00062653"",""desc"":""Gestionarea modificărilor și\nsolicitările de servicii noi""},{""pn"":""ORO-TEM-DEV-100"",""score"":16,""on"":[""data final (29d)""],""ref"":""PO00062657"",""desc"":""Software development\nservices for CR4\nimplementation""}]",
accounting:BT.BIT 745,BT.BIT 745,SELGROS CASH & CARRY SRL,exact,2024-11-02,RON,,250,1479.97,SCORED,HIGH,BLUE-IR-OC-5,234/15.11.2022,final,2022,BSS,SERVICII RECURENTE DE SECURITATE INFORMATICA - On-call Incident Response,ANEXA 2 – SERVICII RECURENTE DE SECURITATE ANEXA 2 – SERVICII RECURENTE DE SECURITATE INFORMATICA -On-call Incident Response ACT ADITIONAL NR. 1 din 6.11.2023 C,25,"org exact; score=88 margin=32 on [contract#, amount~final, desc~0.32]; 1 distinct part# near top","[{""pn"":""BLUE-IR-OC-5"",""score"":88,""on"":[""contract#"",""amount~final"",""desc~0.32""],""ref"":""234/15.11.2022"",""desc"":""SERVICII RECURENTE DE SECURITATE INFORMATICA - On-call Incid""},{""pn"":""RED-AUDIT-A-20"",""score"":56,""on"":[""contract#"",""data est. close (143d)""],""ref"":""234/15.11.2022"",""desc"":""SERVICII DE SECURITATE INFORMATICA""},{""pn"":""RED-PEN-B-I-BP-200"",""score"":56,""on"":[""contract#"",""data avans (190d)""],""ref"":""234/15.11.2022"",""desc"":""SERVICII DE SECURITATE INFORMATICA""}]",
